id,category,severity,severity_ordinal,priority_score,hours_since_submission,hours_since_status_change,related_count,assigned,department_id,sla_deadline_hours,is_safety_risk,breach
3515,streetlight,LOW,1,35,28.89,19.09,2,0,4,24,0,1
3516,pothole,MEDIUM,2,30,79.15,31.48,0,1,1,48,0,0
3517,garbage,LOW,1,18,108.2,24.92,0,1,2,72,0,0
3518,other,MEDIUM,2,38,102.98,1.33,0,1,7,72,0,1
3519,water_leakage,HIGH,3,71,36.27,2.59,0,1,5,24,1,1
3520,other,LOW,1,25,123.63,68.78,0,1,7,72,0,1
3521,drainage,LOW,1,32,85.76,24.35,1,0,3,48,0,1
3522,water_leakage,HIGH,3,80,24.54,11.9,1,0,5,24,1,1
3523,pothole,MEDIUM,2,41,1.14,0.91,1,0,1,48,0,0
3524,pothole,LOW,1,24,50.13,13.97,0,1,1,48,0,0
3525,pothole,MEDIUM,2,40,84.12,13.34,0,1,1,48,0,1
3526,drainage,MEDIUM,2,31,33.48,17.14,0,0,3,48,0,1
3527,streetlight,LOW,1,15,14.55,6.58,0,1,4,24,0,1
3528,garbage,LOW,1,22,29.09,27.75,0,1,2,72,0,0
3529,pothole,LOW,1,19,6.81,2.51,0,0,1,48,0,1
3530,water_leakage,HIGH,3,92,7.17,6.18,2,0,5,24,1,1
3531,other,MEDIUM,2,38,14.87,2.67,0,1,7,72,0,1
3532,drainage,MEDIUM,2,31,53.07,28.02,0,0,3,48,0,1
3533,streetlight,MEDIUM,2,50,13.95,7.7,2,1,4,24,0,1
3534,pothole,LOW,1,23,69.05,12.46,0,0,1,48,0,0
3535,garbage,MEDIUM,2,30,31.66,14.61,0,1,2,72,0,1
3536,pothole,HIGH,3,55,75.3,43.84,0,0,1,48,0,1
3537,pothole,HIGH,3,71,68.08,29.01,0,1,1,48,1,1
3538,streetlight,CRITICAL,4,69,34.04,20.96,0,1,4,24,0,1
3539,water_leakage,LOW,1,49,13.62,12.91,4,1,5,24,0,0
3540,other,MEDIUM,2,30,72.6,48.17,0,0,7,72,0,1
3541,pothole,LOW,1,23,17.11,1.19,0,1,1,48,0,0
3542,drainage,LOW,1,28,84.95,44.24,1,0,3,48,0,1
3543,streetlight,HIGH,3,79,28.88,7.43,0,1,4,24,1,1
3544,pothole,HIGH,3,73,78.0,21.76,0,1,1,48,1,1
3545,garbage,LOW,1,46,104.89,25.47,3,0,2,72,0,1
3546,garbage,MEDIUM,2,34,85.72,34.01,0,0,2,72,0,1
3547,garbage,HIGH,3,61,121.48,19.12,1,1,2,72,0,1
3548,water_leakage,CRITICAL,4,64,10.67,1.14,0,1,5,24,0,1
3549,other,MEDIUM,2,36,38.94,0.17,0,0,7,72,0,0
3550,streetlight,MEDIUM,2,36,40.62,16.87,0,1,4,24,0,1
3551,other,HIGH,3,79,10.53,10.49,1,1,7,72,1,1
3552,garbage,MEDIUM,2,38,50.35,14.53,0,1,2,72,0,1
3553,water_leakage,LOW,1,32,24.25,18.6,1,1,5,24,0,1
3554,drainage,MEDIUM,2,30,40.37,36.26,0,1,3,48,0,0
3555,streetlight,HIGH,3,55,0.17,0.01,0,1,4,24,0,1
3556,water_leakage,HIGH,3,87,25.73,19.41,2,1,5,24,1,1
3557,pothole,MEDIUM,2,50,49.57,36.43,2,1,1,48,0,1
3558,garbage,HIGH,3,100,34.74,10.2,3,1,2,72,1,1
3559,drainage,LOW,1,21,20.16,13.34,0,1,3,48,0,0
3560,drainage,MEDIUM,2,30,13.98,7.93,0,1,3,48,0,0
3561,other,LOW,1,48,31.6,0.04,3,0,7,72,0,0
3562,water_leakage,MEDIUM,2,31,16.62,6.72,0,1,5,24,0,0
3563,water_leakage,MEDIUM,2,79,35.92,5.65,5,0,5,24,0,1
3564,streetlight,MEDIUM,2,41,6.69,3.39,1,0,4,24,0,0
3565,water_leakage,HIGH,3,47,36.54,9.03,0,1,5,24,0,1
3566,other,HIGH,3,48,71.72,47.61,0,0,7,72,0,1
3567,garbage,HIGH,3,78,115.93,34.68,1,1,2,72,1,1
3568,water_leakage,MEDIUM,2,31,20.64,4.73,0,1,5,24,0,0
3569,pothole,MEDIUM,2,49,29.29,11.52,2,1,1,48,0,0
3570,drainage,HIGH,3,86,33.97,13.61,2,1,3,48,1,1
3571,drainage,MEDIUM,2,33,54.29,15.73,0,1,3,48,0,1
3572,garbage,LOW,1,61,17.15,11.93,5,1,2,72,0,1
3573,other,MEDIUM,2,38,19.56,6.3,1,1,7,72,0,1
3574,water_leakage,HIGH,3,46,16.82,0.9,0,0,5,24,0,1
3575,other,LOW,1,22,106.01,30.54,0,1,7,72,0,1
3576,drainage,HIGH,3,56,83.63,35.86,1,0,3,48,0,1
3577,other,MEDIUM,2,40,66.35,43.47,0,1,7,72,0,0
3578,water_leakage,MEDIUM,2,54,33.01,16.48,2,1,5,24,0,0
3579,streetlight,LOW,1,23,29.11,5.23,0,1,4,24,0,1
3580,other,HIGH,3,50,126.88,68.31,0,1,7,72,0,0
3581,other,MEDIUM,2,38,78.53,9.1,0,1,7,72,0,1
3582,garbage,LOW,1,27,27.65,2.26,1,1,2,72,0,1
3583,streetlight,LOW,1,18,27.2,23.39,0,0,4,24,0,1
3584,pothole,MEDIUM,2,40,37.7,9.0,0,1,1,48,0,0
3585,pothole,MEDIUM,2,55,39.95,10.94,2,0,1,48,0,1
3586,other,MEDIUM,2,38,29.56,5.31,0,1,7,72,0,1
3587,other,HIGH,3,79,104.33,65.63,0,1,7,72,1,1
3588,water_leakage,MEDIUM,2,39,36.53,3.97,0,0,5,24,0,1
3589,drainage,LOW,1,57,59.08,13.36,4,1,3,48,0,1
3590,other,MEDIUM,2,66,56.38,6.37,4,0,7,72,0,1
3591,garbage,LOW,1,31,55.22,1.34,1,0,2,72,0,1
3592,pothole,HIGH,3,88,27.41,9.53,1,1,1,48,1,1
3593,other,HIGH,3,78,101.09,38.21,3,0,7,72,0,1
3594,garbage,LOW,1,48,94.57,68.73,4,1,2,72,0,1
3595,other,CRITICAL,4,93,51.23,1.15,0,1,7,72,1,1
3596,garbage,MEDIUM,2,33,44.67,27.66,0,1,2,72,0,0
3597,water_leakage,LOW,1,36,35.88,23.44,2,1,5,24,0,1
3598,other,HIGH,3,81,33.03,14.91,1,0,7,72,1,0
3599,streetlight,LOW,1,57,30.69,10.22,4,1,4,24,0,1
3600,streetlight,LOW,1,18,6.93,6.57,0,1,4,24,0,1
3601,pothole,MEDIUM,2,32,31.23,29.87,0,1,1,48,0,0
3602,garbage,MEDIUM,2,32,128.85,40.22,0,0,2,72,0,1
3603,pothole,HIGH,3,76,59.01,25.04,0,0,1,48,1,0
3604,drainage,MEDIUM,2,37,12.9,0.03,0,0,3,48,0,0
3605,water_leakage,LOW,1,25,23.53,5.96,1,1,5,24,0,1
3606,other,MEDIUM,2,35,115.09,45.3,0,0,7,72,0,1
3607,pothole,MEDIUM,2,47,1.68,1.61,2,0,1,48,0,1
3608,other,MEDIUM,2,30,33.17,4.28,0,0,7,72,0,1
3609,streetlight,LOW,1,25,19.52,2.52,0,0,4,24,0,1
3610,pothole,MEDIUM,2,34,16.45,4.47,0,1,1,48,0,1
3611,streetlight,LOW,1,23,8.84,1.01,0,1,4,24,0,1
3612,water_leakage,LOW,1,21,17.95,7.12,0,1,5,24,0,0
3613,water_leakage,MEDIUM,2,35,29.21,0.22,0,0,5,24,0,1
3614,drainage,LOW,1,15,1.63,0.16,0,1,3,48,0,1
3615,water_leakage,LOW,1,25,34.08,7.95,0,1,5,24,0,1
3616,streetlight,LOW,1,32,25.06,9.91,1,1,4,24,0,1
3617,pothole,LOW,1,29,0.52,0.43,1,1,1,48,0,0
3618,other,MEDIUM,2,35,94.71,55.64,0,1,7,72,0,1
3619,other,LOW,1,52,21.08,13.93,4,1,7,72,0,0
3620,water_leakage,LOW,1,19,19.7,8.77,0,1,5,24,0,0
3621,other,HIGH,3,48,39.67,39.47,0,1,7,72,0,1
3622,pothole,HIGH,3,88,7.51,6.87,1,1,1,48,1,1
3623,garbage,MEDIUM,2,31,91.25,39.76,0,0,2,72,0,0
3624,drainage,MEDIUM,2,38,1.61,0.38,0,1,3,48,0,0
3625,water_leakage,LOW,1,35,32.8,11.3,2,1,5,24,0,0
3626,garbage,LOW,1,51,128.52,15.85,4,1,2,72,0,1
3627,drainage,MEDIUM,2,45,15.64,5.1,1,1,3,48,0,1
3628,streetlight,MEDIUM,2,47,42.45,2.12,1,1,4,24,0,0
3629,garbage,LOW,1,19,39.59,13.12,0,0,2,72,0,1
3630,other,LOW,1,20,129.25,0.04,0,1,7,72,0,0
3631,water_leakage,MEDIUM,2,32,40.98,19.15,0,1,5,24,0,1
3632,garbage,LOW,1,23,91.93,42.85,0,0,2,72,0,1
3633,streetlight,MEDIUM,2,38,32.33,3.12,0,1,4,24,0,1
3634,other,LOW,1,16,89.02,66.29,0,1,7,72,0,0
3635,other,HIGH,3,77,78.32,46.01,0,1,7,72,1,1
3636,drainage,MEDIUM,2,54,80.79,43.79,2,0,3,48,0,1
3637,other,MEDIUM,2,56,67.27,23.73,2,1,7,72,0,0
3638,water_leakage,HIGH,3,73,22.12,11.34,0,1,5,24,1,1
3639,streetlight,MEDIUM,2,46,10.49,7.46,2,0,4,24,0,1
3640,streetlight,MEDIUM,2,56,26.59,23.53,2,1,4,24,0,0
3641,drainage,LOW,1,19,59.1,30.84,0,1,3,48,0,1
3642,pothole,MEDIUM,2,48,50.24,39.76,1,0,1,48,0,1
3643,drainage,LOW,1,32,20.07,15.42,2,1,3,48,0,0
3644,pothole,CRITICAL,4,94,63.39,11.98,0,1,1,48,1,1
3645,other,MEDIUM,2,39,111.74,53.34,0,1,7,72,0,0
3646,drainage,MEDIUM,2,35,27.15,13.77,0,1,3,48,0,1
3647,water_leakage,LOW,1,41,20.6,6.38,2,1,5,24,0,1
3648,other,LOW,1,22,129.09,46.96,0,1,7,72,0,1
3649,streetlight,LOW,1,25,39.8,15.28,0,1,4,24,0,0
3650,streetlight,MEDIUM,2,38,9.41,5.5,0,0,4,24,0,1
3651,pothole,LOW,1,31,16.34,9.5,1,0,1,48,0,1
3652,pothole,MEDIUM,2,72,19.37,14.82,4,1,1,48,0,0
3653,drainage,LOW,1,24,39.62,12.42,1,1,3,48,0,1
3654,streetlight,LOW,1,19,25.67,1.29,0,0,4,24,0,1
3655,pothole,LOW,1,20,68.45,15.83,0,0,1,48,0,1
3656,drainage,MEDIUM,2,76,85.25,2.01,5,0,3,48,0,1
3657,drainage,LOW,1,48,36.12,11.17,3,1,3,48,0,1
3658,streetlight,HIGH,3,46,4.8,0.77,0,0,4,24,0,0
3659,garbage,MEDIUM,2,53,94.92,56.57,2,1,2,72,0,1
3660,pothole,HIGH,3,87,14.59,2.18,4,1,1,48,0,1
3661,streetlight,LOW,1,19,18.11,12.59,0,0,4,24,0,1
3662,drainage,HIGH,3,51,29.39,9.78,0,1,3,48,0,1
3663,streetlight,MEDIUM,2,33,23.28,18.67,0,1,4,24,0,1
3664,streetlight,MEDIUM,2,44,42.6,13.84,1,0,4,24,0,1
3665,water_leakage,LOW,1,17,32.05,5.86,0,1,5,24,0,0
3666,streetlight,HIGH,3,83,24.31,4.41,1,0,4,24,1,1
3667,other,LOW,1,22,13.5,10.44,0,1,7,72,0,1
3668,other,LOW,1,18,44.16,4.76,0,0,7,72,0,1
3669,water_leakage,LOW,1,17,18.85,8.97,0,0,5,24,0,0
3670,water_leakage,MEDIUM,2,56,29.63,18.12,2,1,5,24,0,0
3671,pothole,MEDIUM,2,39,13.61,12.52,1,1,1,48,0,1
3672,drainage,LOW,1,39,41.51,6.62,3,0,3,48,0,0
3673,garbage,HIGH,3,70,66.21,43.2,0,0,2,72,1,1
3674,water_leakage,MEDIUM,2,54,21.21,11.49,2,1,5,24,0,0
3675,pothole,MEDIUM,2,30,13.02,9.02,0,1,1,48,0,0
3676,garbage,MEDIUM,2,36,74.77,3.82,0,1,2,72,0,1
3677,water_leakage,LOW,1,21,32.0,6.5,0,1,5,24,0,0
3678,pothole,MEDIUM,2,34,76.56,45.64,0,1,1,48,0,0
3679,drainage,LOW,1,22,39.83,18.05,0,0,3,48,0,1
3680,water_leakage,LOW,1,28,19.07,15.46,1,0,5,24,0,1
3681,streetlight,HIGH,3,77,2.28,0.99,0,1,4,24,1,0
3682,garbage,MEDIUM,2,40,20.1,10.5,1,0,2,72,0,0
3683,other,MEDIUM,2,30,91.68,54.42,0,1,7,72,0,1
3684,streetlight,LOW,1,21,22.29,9.46,0,1,4,24,0,0
3685,pothole,HIGH,3,62,6.42,5.39,1,1,1,48,0,0
3686,other,LOW,1,35,60.42,31.64,2,1,7,72,0,1
3687,other,MEDIUM,2,30,127.39,48.4,0,1,7,72,0,1
3688,water_leakage,LOW,1,15,26.65,16.34,0,1,5,24,0,0
3689,pothole,MEDIUM,2,39,59.8,37.41,1,1,1,48,0,1
3690,pothole,MEDIUM,2,30,56.06,34.78,0,1,1,48,0,1
3691,garbage,MEDIUM,2,32,71.02,26.49,0,1,2,72,0,1
3692,drainage,MEDIUM,2,39,57.86,15.72,0,0,3,48,0,1
3693,pothole,MEDIUM,2,32,4.41,0.47,0,1,1,48,0,1
3694,pothole,LOW,1,25,57.47,27.14,0,1,1,48,0,1
3695,other,MEDIUM,2,45,4.25,0.05,1,1,7,72,0,0
3696,water_leakage,HIGH,3,58,20.45,13.26,1,1,5,24,0,1
3697,water_leakage,MEDIUM,2,32,25.7,17.96,0,1,5,24,0,1
3698,streetlight,MEDIUM,2,30,29.4,18.33,0,1,4,24,0,1
3699,streetlight,LOW,1,25,15.09,10.84,0,0,4,24,0,0
3700,pothole,HIGH,3,76,86.0,11.44,3,1,1,48,0,1
3701,streetlight,MEDIUM,2,40,33.33,16.48,0,1,4,24,0,0
3702,pothole,HIGH,3,80,27.67,13.73,0,1,1,48,1,1
3703,drainage,MEDIUM,2,39,53.17,18.77,0,0,3,48,0,1
3704,water_leakage,LOW,1,15,41.3,19.13,0,0,5,24,0,1
3705,streetlight,LOW,1,17,14.29,8.07,0,1,4,24,0,1
3706,garbage,LOW,1,16,126.23,53.04,0,1,2,72,0,0
3707,pothole,HIGH,3,96,44.76,35.84,2,1,1,48,1,1
3708,water_leakage,MEDIUM,2,31,28.87,17.45,0,1,5,24,0,1
3709,water_leakage,MEDIUM,2,49,21.6,4.53,2,1,5,24,0,1
3710,other,CRITICAL,4,66,68.93,60.49,0,0,7,72,0,1
3711,drainage,MEDIUM,2,35,81.93,31.81,0,1,3,48,0,1
3712,garbage,HIGH,3,54,67.01,59.26,0,1,2,72,0,1
3713,pothole,HIGH,3,85,69.5,22.58,1,1,1,48,1,1
3714,pothole,LOW,1,55,50.45,44.9,4,1,1,48,0,0
3715,other,MEDIUM,2,32,102.95,12.98,0,0,7,72,0,1
3716,water_leakage,LOW,1,29,11.73,9.39,1,1,5,24,0,0
3717,streetlight,MEDIUM,2,38,21.75,14.12,0,1,4,24,0,1
3718,streetlight,LOW,1,32,12.04,6.17,2,1,4,24,0,1
3719,pothole,LOW,1,26,52.74,47.77,1,1,1,48,0,1
3720,pothole,MEDIUM,2,39,83.17,20.88,1,1,1,48,0,0
3721,water_leakage,LOW,1,27,16.28,4.06,1,0,5,24,0,0
3722,water_leakage,LOW,1,20,12.73,7.69,0,1,5,24,0,0
3723,pothole,CRITICAL,4,60,35.39,28.43,0,0,1,48,0,1
3724,streetlight,LOW,1,18,18.1,11.1,0,1,4,24,0,1
3725,pothole,LOW,1,18,11.28,7.17,0,0,1,48,0,0
3726,other,LOW,1,31,114.69,46.84,1,1,7,72,0,1
3727,other,LOW,1,16,38.65,33.71,0,0,7,72,0,0
3728,pothole,LOW,1,17,6.61,3.59,0,1,1,48,0,0
3729,streetlight,MEDIUM,2,34,34.47,21.75,0,1,4,24,0,1
3730,water_leakage,LOW,1,19,17.34,4.02,0,1,5,24,0,1
3731,pothole,LOW,1,17,73.83,32.67,0,0,1,48,0,0
3732,water_leakage,MEDIUM,2,63,16.47,9.62,3,1,5,24,0,1
3733,water_leakage,HIGH,3,78,26.17,18.27,0,1,5,24,1,0
3734,streetlight,HIGH,3,54,14.18,0.63,0,0,4,24,0,1
3735,streetlight,LOW,1,15,31.69,20.76,0,0,4,24,0,1
3736,streetlight,CRITICAL,4,67,22.59,22.14,0,1,4,24,0,1
3737,garbage,MEDIUM,2,38,70.19,46.56,0,1,2,72,0,1
3738,streetlight,CRITICAL,4,88,31.21,3.59,0,1,4,24,1,1
3739,streetlight,CRITICAL,4,64,41.32,0.17,0,1,4,24,0,1
3740,drainage,HIGH,3,84,65.18,46.97,1,1,3,48,1,1
3741,other,LOW,1,15,104.23,60.42,0,1,7,72,0,1
3742,drainage,LOW,1,17,45.86,32.36,0,0,3,48,0,0
3743,garbage,MEDIUM,2,37,86.73,9.11,0,1,2,72,0,0
3744,pothole,LOW,1,28,14.1,3.59,1,1,1,48,0,0
3745,drainage,HIGH,3,85,45.03,32.71,1,0,3,48,1,1
3746,streetlight,MEDIUM,2,31,12.67,1.32,0,1,4,24,0,1
3747,water_leakage,MEDIUM,2,54,33.88,6.85,2,1,5,24,0,1
3748,drainage,MEDIUM,2,34,0.88,0.85,0,1,3,48,0,0
3749,streetlight,MEDIUM,2,32,9.86,1.85,0,1,4,24,0,1
3750,water_leakage,LOW,1,21,23.1,21.2,0,0,5,24,0,0
3751,garbage,MEDIUM,2,50,33.93,10.61,2,1,2,72,0,0
3752,streetlight,LOW,1,15,21.09,0.51,0,1,4,24,0,1
3753,other,LOW,1,18,111.39,17.64,0,1,7,72,0,0
3754,water_leakage,MEDIUM,2,36,37.46,9.02,0,0,5,24,0,1
3755,pothole,LOW,1,15,76.69,37.2,0,1,1,48,0,0
3756,drainage,HIGH,3,88,17.86,5.0,2,1,3,48,1,1
3757,streetlight,MEDIUM,2,75,22.1,10.18,5,1,4,24,0,1
3758,other,MEDIUM,2,45,59.96,54.96,1,0,7,72,0,1
3759,drainage,MEDIUM,2,56,32.04,11.79,2,1,3,48,0,1
3760,other,MEDIUM,2,35,72.98,45.47,0,1,7,72,0,0
3761,drainage,HIGH,3,100,48.31,29.96,3,1,3,48,1,1
3762,garbage,HIGH,3,55,8.0,3.62,1,1,2,72,0,0
3763,pothole,MEDIUM,2,39,27.07,23.65,1,1,1,48,0,1
3764,drainage,MEDIUM,2,40,61.39,15.34,0,0,3,48,0,1
3765,other,MEDIUM,2,38,80.74,18.87,0,1,7,72,0,1
3766,pothole,LOW,1,16,62.97,32.79,0,1,1,48,0,0
3767,other,CRITICAL,4,99,113.8,20.57,1,0,7,72,1,1
3768,other,HIGH,3,78,101.86,41.46,0,1,7,72,1,1
3769,drainage,MEDIUM,2,30,57.03,16.97,0,1,3,48,0,0
3770,drainage,HIGH,3,47,41.34,37.75,0,1,3,48,0,1
3771,streetlight,LOW,1,50,23.92,14.22,4,1,4,24,0,0
3772,other,CRITICAL,4,88,126.67,18.86,0,1,7,72,1,1
3773,other,MEDIUM,2,32,89.67,64.26,0,1,7,72,0,1
3774,drainage,HIGH,3,73,10.02,1.17,0,0,3,48,1,1
3775,garbage,LOW,1,23,37.58,32.3,0,0,2,72,0,0
3776,pothole,MEDIUM,2,34,55.7,34.15,0,1,1,48,0,0
3777,garbage,LOW,1,23,106.86,7.75,0,1,2,72,0,1
3778,other,LOW,1,24,41.59,40.11,1,1,7,72,0,0
3779,garbage,LOW,1,19,55.86,48.19,0,0,2,72,0,0
3780,other,HIGH,3,78,128.37,65.61,0,1,7,72,1,1
3781,pothole,MEDIUM,2,30,76.71,38.07,0,0,1,48,0,1
3782,other,LOW,1,59,20.59,15.72,5,0,7,72,0,1
3783,streetlight,LOW,1,20,21.3,5.46,0,1,4,24,0,1
3784,other,MEDIUM,2,37,44.94,31.61,0,1,7,72,0,1
3785,pothole,HIGH,3,55,65.31,10.03,0,1,1,48,0,1
3786,pothole,LOW,1,54,84.02,32.25,4,0,1,48,0,0
3787,pothole,CRITICAL,4,91,65.64,27.52,0,1,1,48,1,1
3788,pothole,LOW,1,45,51.31,13.48,3,1,1,48,0,1
3789,water_leakage,LOW,1,15,30.92,23.68,0,1,5,24,0,1
3790,pothole,MEDIUM,2,39,27.5,22.52,1,1,1,48,0,1
3791,pothole,MEDIUM,2,36,17.1,3.12,0,1,1,48,0,1
3792,water_leakage,HIGH,3,80,12.66,11.17,0,1,5,24,1,1
3793,streetlight,LOW,1,20,31.63,20.18,0,0,4,24,0,0
3794,other,LOW,1,24,48.45,45.81,1,1,7,72,0,1
3795,pothole,HIGH,3,100,82.5,37.52,4,1,1,48,1,1
3796,garbage,MEDIUM,2,36,70.33,63.92,0,1,2,72,0,0
3797,other,LOW,1,21,123.49,38.3,0,1,7,72,0,1
3798,drainage,MEDIUM,2,37,35.71,32.09,0,1,3,48,0,0
3799,drainage,LOW,1,16,19.95,15.3,0,1,3,48,0,0
3800,drainage,HIGH,3,70,49.69,23.08,0,0,3,48,1,1
3801,pothole,MEDIUM,2,31,23.27,18.6,0,0,1,48,0,1
3802,other,LOW,1,16,49.15,3.36,0,1,7,72,0,1
3803,pothole,HIGH,3,45,75.81,3.65,0,0,1,48,0,1
3804,drainage,LOW,1,21,54.48,18.2,0,0,3,48,0,1
3805,garbage,MEDIUM,2,57,97.6,66.59,3,1,2,72,0,1
3806,pothole,CRITICAL,4,81,69.72,9.52,2,1,1,48,0,1
3807,drainage,HIGH,3,46,30.6,12.55,0,0,3,48,0,1
3808,streetlight,MEDIUM,2,38,5.95,2.95,0,0,4,24,0,1
3809,water_leakage,MEDIUM,2,37,11.54,1.45,0,1,5,24,0,0
3810,garbage,MEDIUM,2,47,68.74,36.78,1,1,2,72,0,1
3811,other,MEDIUM,2,39,2.78,2.2,0,0,7,72,0,0
3812,streetlight,MEDIUM,2,34,39.18,0.8,0,0,4,24,0,1
3813,pothole,LOW,1,22,70.52,30.16,0,0,1,48,0,0
3814,pothole,LOW,1,49,36.29,29.41,3,1,1,48,0,0
3815,other,LOW,1,21,105.14,42.76,0,0,7,72,0,1
3816,drainage,LOW,1,28,72.17,47.09,1,1,3,48,0,0
3817,garbage,MEDIUM,2,31,21.84,0.17,0,1,2,72,0,0
3818,streetlight,LOW,1,28,13.22,7.67,1,1,4,24,0,0
3819,garbage,LOW,1,17,15.23,6.24,0,0,2,72,0,1
3820,other,MEDIUM,2,62,63.04,5.74,4,1,7,72,0,1
3821,pothole,MEDIUM,2,48,83.46,4.97,1,1,1,48,0,1
3822,streetlight,MEDIUM,2,39,3.24,2.39,0,0,4,24,0,1
3823,drainage,LOW,1,26,79.57,13.84,1,1,3,48,0,1
3824,drainage,HIGH,3,88,68.01,42.58,2,0,3,48,1,1
3825,streetlight,MEDIUM,2,40,37.13,15.8,0,1,4,24,0,1
3826,garbage,MEDIUM,2,31,42.21,11.56,0,1,2,72,0,0
3827,drainage,MEDIUM,2,77,11.22,8.18,5,1,3,48,0,0
3828,other,HIGH,3,100,102.44,19.99,3,1,7,72,1,1
3829,streetlight,LOW,1,16,12.99,5.21,0,1,4,24,0,0
3830,water_leakage,HIGH,3,74,10.42,7.9,0,1,5,24,1,0
3831,streetlight,LOW,1,25,31.61,18.47,0,1,4,24,0,0
3832,other,LOW,1,25,64.42,46.48,0,0,7,72,0,0
3833,other,MEDIUM,2,32,0.61,0.29,0,0,7,72,0,1
3834,garbage,LOW,1,23,12.29,1.06,1,1,2,72,0,0
3835,garbage,HIGH,3,51,52.64,30.1,0,1,2,72,0,1
3836,garbage,MEDIUM,2,39,46.73,33.6,0,1,2,72,0,0
3837,drainage,MEDIUM,2,47,35.41,14.25,2,1,3,48,0,0
3838,pothole,HIGH,3,45,16.32,16.21,0,1,1,48,0,1
3839,garbage,MEDIUM,2,36,100.66,38.0,0,1,2,72,0,0
3840,water_leakage,LOW,1,32,1.58,1.27,1,1,5,24,0,0
3841,water_leakage,LOW,1,30,21.8,12.95,1,1,5,24,0,0
3842,water_leakage,MEDIUM,2,45,17.68,12.1,1,1,5,24,0,0
3843,other,HIGH,3,80,105.24,28.44,0,1,7,72,1,1
3844,water_leakage,MEDIUM,2,39,21.69,9.69,0,1,5,24,0,1
3845,pothole,LOW,1,17,28.84,3.82,0,0,1,48,0,1
3846,garbage,LOW,1,28,16.2,12.04,1,1,2,72,0,1
3847,drainage,CRITICAL,4,91,19.24,0.19,3,1,3,48,0,1
3848,drainage,HIGH,3,80,3.39,1.29,0,1,3,48,1,1
3849,streetlight,MEDIUM,2,37,20.68,2.53,0,1,4,24,0,0
3850,water_leakage,MEDIUM,2,33,1.07,0.77,0,1,5,24,0,0
3851,streetlight,MEDIUM,2,34,9.02,1.23,0,0,4,24,0,1
3852,water_leakage,CRITICAL,4,100,30.12,3.82,3,1,5,24,1,1
3853,garbage,LOW,1,22,97.32,14.97,0,1,2,72,0,0
3854,other,MEDIUM,2,48,114.74,0.5,1,1,7,72,0,1
3855,pothole,LOW,1,18,38.51,10.29,0,1,1,48,0,0
3856,other,MEDIUM,2,40,114.99,37.05,0,1,7,72,0,0
3857,pothole,LOW,1,30,55.79,42.76,1,0,1,48,0,1
3858,pothole,MEDIUM,2,40,69.2,30.8,0,1,1,48,0,1
3859,streetlight,MEDIUM,2,66,16.66,0.28,4,1,4,24,0,1
3860,other,MEDIUM,2,40,39.2,32.61,0,1,7,72,0,0
3861,garbage,MEDIUM,2,32,86.67,31.33,0,0,2,72,0,1
3862,streetlight,LOW,1,24,41.89,23.24,0,1,4,24,0,1
3863,other,CRITICAL,4,100,68.19,37.92,1,1,7,72,1,1
3864,water_leakage,MEDIUM,2,47,39.58,16.13,2,1,5,24,0,1
3865,pothole,LOW,1,29,8.17,4.17,1,1,1,48,0,0
3866,drainage,HIGH,3,80,58.83,34.92,0,0,3,48,1,1
3867,other,MEDIUM,2,36,4.77,3.08,0,0,7,72,0,1
3868,drainage,HIGH,3,79,49.85,25.53,0,1,3,48,1,1
3869,other,LOW,1,17,68.39,12.67,0,1,7,72,0,1
3870,drainage,MEDIUM,2,47,65.61,11.62,1,0,3,48,0,1
3871,streetlight,LOW,1,42,26.08,14.76,3,0,4,24,0,1
3872,drainage,LOW,1,20,64.29,19.91,0,1,3,48,0,1
3873,streetlight,LOW,1,15,21.19,0.66,0,1,4,24,0,0
3874,other,HIGH,3,55,60.62,12.37,1,0,7,72,0,1
3875,streetlight,MEDIUM,2,49,19.92,14.34,2,0,4,24,0,1
3876,water_leakage,MEDIUM,2,30,24.38,14.36,0,1,5,24,0,0
3877,water_leakage,LOW,1,15,26.06,7.26,0,1,5,24,0,0
3878,garbage,CRITICAL,4,68,96.67,29.76,0,1,2,72,0,1
3879,other,MEDIUM,2,42,86.12,37.02,1,1,7,72,0,1
3880,streetlight,HIGH,3,76,33.99,14.79,0,0,4,24,1,1
3881,other,MEDIUM,2,37,47.4,45.01,0,0,7,72,0,0
3882,other,LOW,1,18,56.42,32.42,0,1,7,72,0,0
3883,garbage,MEDIUM,2,43,99.55,63.52,1,1,2,72,0,1
3884,water_leakage,LOW,1,42,14.33,6.26,3,0,5,24,0,1
3885,drainage,MEDIUM,2,57,38.24,22.69,3,1,3,48,0,0
3886,drainage,LOW,1,40,22.81,0.99,2,1,3,48,0,1
3887,pothole,MEDIUM,2,39,64.53,2.77,0,1,1,48,0,1
3888,other,MEDIUM,2,41,50.97,31.0,1,0,7,72,0,1
3889,garbage,MEDIUM,2,31,68.48,40.74,0,0,2,72,0,1
3890,streetlight,LOW,1,18,10.16,4.59,0,1,4,24,0,0
3891,drainage,MEDIUM,2,54,25.12,10.73,3,1,3,48,0,1
3892,streetlight,LOW,1,40,11.93,5.13,3,0,4,24,0,1
3893,garbage,LOW,1,33,105.3,3.19,1,1,2,72,0,1
3894,drainage,CRITICAL,4,94,47.63,19.47,0,1,3,48,1,1
